Объединение;Склад;Товар;Категория 1;Категория 2;Физ.доступно, шт.;Заказано, шт.;Резерв, шт.;Кол-во SKU, шт.
ВРН Галерея Чижова магазин;147;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;8;0;0;1
МСК Авиапарк магазин;148;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;12;0;0
МСК Саларис;152;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;6;0;0;1
МСК Саларис;151;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;0;0;0
СПБ Невский;153;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;10;0;0;1
СПБ Невский;154;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;6;0;2;1
СПБ Галерея;156;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;2;0;0;1
СПБ Галерея;155;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;3;0;0
ХБР Броско Молл;160;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;5;0;0;1
САР Триумф Молл;163;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;2;0;0;1
САР Триумф Молл;164-ИНВ;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;1;0;0;1
ННВ Небо;165;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;10;0;0;1
КЗН Казань молл;167;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;10;0;0;1
ВЛГ Ворошиловский;172;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;26;0;0;1
ВЛГ Ворошиловский;173;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
ПРМ Планета;175;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
МСК Европолис;177;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;6;0;0;1
МСК Европолис;176;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;0;0;0
Сочи Море Молл;179;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
Мнс Галерея;181;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;5;0;0;1
Мнс Галерея;180;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;5;0;0;1
ПРМ Эспланада;183;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
ПРМ Эспланада;182;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;1;0;0;1
МСК Неглинная;185;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;12;0;0;1
МСК Неглинная;184-НИЗ;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;1;0;0;1
МСК Павелецкая;187;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;7;0;0;1
МСК Павелецкая;186;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;8;0;0
КРД Галерея магазин;189;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;13;0;0;1
КРД Галерея магазин;188-ТРН;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;0;0;0
ИРК Модный квартал;191;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;14;0;0;1
ИРК Модный квартал;190;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;3;0;0;1
KZ ШМК Шымкент Плаза;194;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;9;0;0;1
KZ АЛМ Мега;196;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;3;0;0;1
KZ АЛМ Достык Плаза;198;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;13;0;0;1
KZ АСТ Мега;199;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;21;0;0;1
KZ АСТ Мега;199-НИЗ;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;2;0;0;1
KZ АСТ Мега;200;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;0;0;0
МСК РЦ E-com;222;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;16;0;0;1
СПБ РЦ;223;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;2;0;0;1
СПБ РЦ Юг даркстор;224;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
Интернет-магазин ФМ;225;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;62;0;0;1
НСК РЦ;229;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;6;0;1;1
Склад FM;232-ИНВ;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;2;0;0;1
Склад FM;232-КАР;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;1;0;0;1
ИМ Беларусь;250;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;12;0;0;1
МСК Реклама и маркетинг;315-FOC;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;20;0;0
МСК Ангара BOX;401;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;5;0;0;1
МСК Афимолл BOX;402;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;29;0;0;1
НСК Галерея BOX;404;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
НСК Галерея BOX;403;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
МСК Океания BOX;406;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
МСК Океания BOX;405-НИЗ;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;1;0;0;1
РЦ Казахстан;777-ППС;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;7;0;0;1
Мнс РЦ;810;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;10;0;0;1
РЦ Москва FM;925;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;8504;0;31;1
РЦ Москва FM;925-КАР;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;2;0;0;1
РЦ Москва FM;925-Катар;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;60;0;0
РЦ Москва FM;925-ТРН;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;0;80;0
KZ АЛМ Мега;195-ИНВ;Питательный антивозрастной крем для рук Lightplay Hand Cream;Уход;Уход за руками;1;0;0;1
КЗН Пушкина;117;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;11;0;2;1
НСК Красный;108;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;46;0;0;1
